2.930,0.017
5.890,0.025
8.670,0.030
11.550,0.038
14.453,0.045
3.968,0.015
7.905,0.020
11.843,0.022
15.770,0.033
19.698,0.034
23.660,0.037
9.928,0.015
19.860,0.021
29.773,0.025
39.728,0.030
49.680,0.032
